X,Y
-5.635350263000000126e+01,-3.478880130000000293e+01
-5.635401086000000248e+01,-3.478802747999999667e+01
-5.635349939999999691e+01,-3.478679687000000342e+01
-5.635259920000000022e+01,-3.478815162000000072e+01
-5.635148163000000210e+01,-3.478768666999999937e+01
-5.634935411000000016e+01,-3.478672234999999802e+01
-5.635040580999999804e+01,-3.478730114999999756e+01
-5.635037147999999974e+01,-3.478771803000000062e+01
-5.634973146000000099e+01,-3.478866057999999839e+01
-5.634887726000000185e+01,-3.478990138000000343e+01
-5.634827329000000162e+01,-3.479074510000000231e+01
-5.634857915999999989e+01,-3.479153543000000326e+01
-5.635228475000000259e+01,-3.480475230999999781e+01
-5.635240419000000145e+01,-3.480465043000000236e+01
-5.635206283000000127e+01,-3.480423387999999818e+01
-5.635202903999999791e+01,-3.480494200999999777e+01
-5.635217088999999646e+01,-3.480486353999999949e+01
-5.635192079000000120e+01,-3.480505792999999670e+01
-5.635180150000000054e+01,-3.480514116999999885e+01
-5.627997816999999969e+01,-3.485005606000000000e+01
-5.627899807000000010e+01,-3.484990399000000139e+01
-5.618144551999999692e+01,-3.489318509999999662e+01
-5.627773075999999719e+01,-3.484982328000000251e+01
-5.627491996999999913e+01,-3.484962149999999781e+01
-5.627631319000000332e+01,-3.484955078000000128e+01
-5.627857601000000187e+01,-3.484970667999999705e+01
-5.618123355000000174e+01,-3.488711227999999664e+01
-5.627466188999999730e+01,-3.485036317000000139e+01
-5.627185855999999831e+01,-3.485016033000000135e+01
-5.627435418999999683e+01,-3.485111849999999833e+01
-5.627598026999999803e+01,-3.485123778999999899e+01
-5.627753485000000211e+01,-3.485135126000000128e+01
-5.627967086000000307e+01,-3.485149533999999960e+01
-5.628022916999999836e+01,-3.485245619999999889e+01
-5.628024048999999707e+01,-3.485217735999999888e+01
-5.628365829999999903e+01,-3.484779853999999943e+01
-5.628251809000000350e+01,-3.484866920999999707e+01
-5.628480229000000179e+01,-3.484799994000000112e+01
-5.628542903000000308e+01,-3.484994266000000351e+01
-5.628682787000000332e+01,-3.485004646000000150e+01
-5.628430580999999933e+01,-3.485081175999999914e+01
-5.628383387000000226e+01,-3.485027264000000002e+01
-5.627937805999999910e+01,-3.485302653000000106e+01
-5.628587321999999915e+01,-3.484810963000000328e+01
-5.626581706999999710e+01,-3.485269928000000306e+01
-5.626695352000000128e+01,-3.485241462999999840e+01
-5.626463497999999674e+01,-3.485272925000000299e+01
-5.626375411000000071e+01,-3.485259441000000180e+01
-5.626342449999999928e+01,-3.485346830999999668e+01
-5.626486773999999969e+01,-3.485295583999999991e+01
-5.626800782000000112e+01,-3.485212623999999693e+01
-5.627076452000000018e+01,-3.485194646000000063e+01
-5.626723078999999927e+01,-3.485200918999999686e+01
-5.626737683999999717e+01,-3.485124137999999760e+01
-5.626684488000000073e+01,-3.484957547999999861e+01
-5.626528952000000317e+01,-3.484938007000000226e+01
-5.626370390999999671e+01,-3.484915139000000295e+01
-5.626326576000000301e+01,-3.484974318999999809e+01
-5.626418189999999697e+01,-3.485004860000000093e+01
-5.626517462999999708e+01,-3.485017813999999703e+01
-5.626733611000000224e+01,-3.485044228999999660e+01
-5.626525672999999728e+01,-3.485019573000000292e+01
-5.626508888000000042e+01,-3.485125228999999791e+01
-5.626509210999999766e+01,-3.485118340999999731e+01
-5.616113874999999922e+01,-3.490680417000000091e+01
-5.615651161000000258e+01,-3.491837091000000015e+01
-5.614987569000000178e+01,-3.491901504999999872e+01
-5.627114703000000162e+01,-3.485095933000000201e+01
-5.626922264000000240e+01,-3.485077161000000245e+01
-5.626765795000000026e+01,-3.485062469999999735e+01
-5.627381068999999769e+01,-3.484396378999999655e+01
-5.627443841000000191e+01,-3.484439164999999861e+01
-5.627465652000000063e+01,-3.484509237000000326e+01
-5.627091744999999889e+01,-3.484908375999999919e+01
-5.627106640000000226e+01,-3.484920600000000235e+01
-5.626964604999999864e+01,-3.484902699999999953e+01
-5.626772648000000032e+01,-3.484879835000000270e+01
-5.627021497999999866e+01,-3.484321987999999948e+01
-5.627099788000000302e+01,-3.484244248000000255e+01
-5.615593324000000308e+01,-3.488568370000000129e+01
-5.614076502000000346e+01,-3.489020398000000256e+01
-5.614045850000000115e+01,-3.489105433000000289e+01
-5.613885936999999871e+01,-3.489527240999999691e+01
-5.614693522000000314e+01,-3.488888612000000222e+01
-5.625368867000000250e+01,-3.489371961999999883e+01
-5.624829405999999921e+01,-3.487842627999999934e+01
-5.624985142999999965e+01,-3.487550889999999981e+01
-5.615645417000000350e+01,-3.490253878000000043e+01
-5.614311622999999685e+01,-3.490691283000000311e+01
-5.623180544000000225e+01,-3.484243103000000019e+01
-5.622272911999999678e+01,-3.484575883000000118e+01
-5.622296376999999978e+01,-3.484704138000000029e+01
-5.622338144999999798e+01,-3.484697204999999798e+01
-5.622483628999999894e+01,-3.484622101000000072e+01
-5.622578897999999725e+01,-3.484572416000000317e+01
-5.622691060999999735e+01,-3.484510020999999824e+01
-5.622840613000000332e+01,-3.484419701000000202e+01
-5.623107696000000288e+01,-3.484488154000000293e+01
-5.624122642999999755e+01,-3.483903698999999676e+01
-5.623732839000000183e+01,-3.484141832000000250e+01
-5.623176863999999853e+01,-3.484245499000000024e+01
-5.622521663999999930e+01,-3.484447296999999821e+01
-5.622380160000000160e+01,-3.484496417999999807e+01
-5.622641104000000212e+01,-3.484462912000000046e+01
-5.623797843999999913e+01,-3.483716850999999792e+01
-5.623647487000000211e+01,-3.483779097000000036e+01
-5.623418517999999722e+01,-3.483909444999999749e+01
-5.623040115999999955e+01,-3.484128059999999749e+01
-5.622884211000000221e+01,-3.484216545999999681e+01
-5.622650880999999856e+01,-3.484347970999999689e+01
-5.623965514000000354e+01,-3.483582087999999999e+01
-5.623971706999999753e+01,-3.483671796000000143e+01
-5.624482542999999879e+01,-3.483410244000000233e+01
-5.624333304999999683e+01,-3.483470335999999890e+01
-5.624306320000000170e+01,-3.483583586000000309e+01
-5.624487202000000252e+01,-3.483254698999999732e+01
-5.624729830999999791e+01,-3.483116789999999696e+01
-5.624821814999999958e+01,-3.483064015000000069e+01
-5.624998272999999926e+01,-3.482982347000000090e+01
-5.625101989000000202e+01,-3.483067866999999751e+01
-5.625005311999999691e+01,-3.483063244000000225e+01
-5.624762213000000344e+01,-3.483162246999999923e+01
-5.624661077999999748e+01,-3.483301501999999772e+01
-5.624540877999999822e+01,-3.483306268999999844e+01
-5.624169952999999822e+01,-3.483447112000000345e+01
-5.624312385999999719e+01,-3.483353891000000147e+01
-5.624388179000000321e+01,-3.483309591999999810e+01
-5.624287629999999893e+01,-3.484010072000000235e+01
-5.624400262999999711e+01,-3.483975791000000299e+01
-5.624394219999999933e+01,-3.483874134999999939e+01
-5.624613327000000140e+01,-3.483827494999999885e+01
-5.624566513999999984e+01,-3.483731388999999723e+01
-5.624488374999999962e+01,-3.483679003000000307e+01
-5.624279535000000152e+01,-3.483800338999999724e+01
-5.624118329000000216e+01,-3.483683818000000088e+01
-5.624216648000000163e+01,-3.483616022999999728e+01
-5.624083365999999984e+01,-3.483552079999999762e+01
-5.624140738999999911e+01,-3.484097892999999857e+01
-5.623358879999999971e+01,-3.484538136999999836e+01
-5.623508118000000167e+01,-3.484454943000000071e+01
-5.617245035999999914e+01,-3.487846601999999763e+01
-5.619678471000000286e+01,-3.487981297999999697e+01
-5.615980492999999996e+01,-3.490722645999999685e+01
-5.614954323999999986e+01,-3.488849635999999776e+01
-5.624710369999999671e+01,-3.484394788000000176e+01
-5.624667148000000338e+01,-3.488643928999999844e+01
-5.626160362000000248e+01,-3.482893534000000102e+01
-5.615762315999999998e+01,-3.491308716999999717e+01
-5.615871741000000128e+01,-3.491598796000000249e+01
-5.625454356000000189e+01,-3.484346235000000291e+01
-5.628280338999999799e+01,-3.484748507999999845e+01
-5.628307687000000215e+01,-3.484933536999999859e+01
-5.628122779000000264e+01,-3.484404590999999840e+01
-5.625570497999999731e+01,-3.483441129999999930e+01
-5.625860546999999912e+01,-3.487418193999999971e+01
-5.625885844999999819e+01,-3.487152286999999973e+01
-5.625627607999999924e+01,-3.487132744000000173e+01
-5.625727486000000255e+01,-3.487141100000000193e+01
-5.625408962000000201e+01,-3.487252288999999905e+01
-5.625487154999999717e+01,-3.487262262000000135e+01
-5.627396198999999655e+01,-3.483021464000000122e+01
-5.625832170000000332e+01,-3.483323259000000149e+01
-5.627575106999999832e+01,-3.484966802999999658e+01
-5.625536929999999813e+01,-3.487268058000000082e+01
-5.625701530999999989e+01,-3.487288139000000342e+01
-5.625772332999999747e+01,-3.487299729000000070e+01
-5.625874181999999735e+01,-3.487315362999999735e+01
-5.625933484000000107e+01,-3.487371024000000119e+01
-5.625367400999999745e+01,-3.487351885999999723e+01
-5.625513275000000135e+01,-3.487370753999999806e+01
-5.625291671000000093e+01,-3.487341642999999891e+01
-5.626293327999999860e+01,-3.486852015000000193e+01
-5.626267929000000123e+01,-3.487358083000000164e+01
-5.626141666000000185e+01,-3.487363970999999907e+01
-5.625950867000000244e+01,-3.487318310999999937e+01
-5.626126649999999785e+01,-3.487453596999999661e+01
-5.626231856999999792e+01,-3.487262255000000266e+01
-5.625383745999999974e+01,-3.486981726999999864e+01
-5.625512206999999876e+01,-3.487005448000000030e+01
-5.625585144000000071e+01,-3.487034560000000027e+01
-5.626364802999999881e+01,-3.487375549000000063e+01
-5.626470029000000039e+01,-3.487328976999999952e+01
-5.626402860999999689e+01,-3.487092151000000229e+01
-5.626345139000000017e+01,-3.487006929999999727e+01
-5.625809799999999683e+01,-3.486652810999999730e+01
-5.625327637000000180e+01,-3.486669765999999981e+01
-5.626693053999999705e+01,-3.486772736000000350e+01
-5.626488341000000304e+01,-3.486744930999999781e+01
-5.626263998000000299e+01,-3.486712943999999936e+01
-5.626109842999999699e+01,-3.486692597999999776e+01
-5.625730031999999881e+01,-3.487205993999999976e+01
-5.625932927000000205e+01,-3.487278105000000039e+01
-5.625961000000000212e+01,-3.487220415000000173e+01
-5.615800169999999980e+01,-3.492120641999999719e+01
-5.628768869000000308e+01,-3.485108441999999940e+01
-5.622023502999999778e+01,-3.485439287999999891e+01
-5.626060220000000101e+01,-3.487177692000000206e+01
-5.626043463999999972e+01,-3.487311522000000252e+01
-5.626023751999999689e+01,-3.486927141999999691e+01
-5.626116834999999838e+01,-3.486946758999999929e+01
-5.626102110000000067e+01,-3.487090221999999784e+01
-5.626165518999999904e+01,-3.487174321999999904e+01
-5.626607905000000187e+01,-3.487190428000000253e+01
-5.626605276000000089e+01,-3.487186115000000086e+01
-5.626269010000000037e+01,-3.486970608000000027e+01
-5.625541365000000127e+01,-3.486861437000000308e+01
-5.625551056999999844e+01,-3.487118728000000090e+01
-5.625555329000000171e+01,-3.487118997000000320e+01
-5.625332247000000052e+01,-3.487086920000000134e+01
-5.625719272999999987e+01,-3.487398247000000140e+01
-5.614963777999999905e+01,-3.488449418999999807e+01
-5.610269980000000345e+01,-3.487821107999999981e+01
-5.610378733999999668e+01,-3.487686139000000196e+01
-5.610379764999999708e+01,-3.487684675999999939e+01
-5.610131452000000252e+01,-3.487987302999999883e+01
-5.610988659000000212e+01,-3.487019739000000129e+01
-5.611528000999999932e+01,-3.487198286000000280e+01
-5.611306129999999825e+01,-3.487467380999999733e+01
-5.611445296000000127e+01,-3.487296332999999748e+01
-5.611109873000000192e+01,-3.487841170000000091e+01
-5.610441170000000000e+01,-3.487391713000000237e+01
-5.610524785999999864e+01,-3.487268060000000247e+01
-5.610680540999999977e+01,-3.487088075999999859e+01
-5.609954319999999939e+01,-3.487985712999999777e+01
-5.609611642000000131e+01,-3.488440092999999820e+01
-5.609676375000000093e+01,-3.488355399999999662e+01
-5.609801844999999787e+01,-3.488153967000000222e+01
-5.610780436999999665e+01,-3.487002750999999989e+01
-5.611098536000000081e+01,-3.487543866000000037e+01
-5.611027306999999809e+01,-3.487451578999999668e+01
-5.611106668000000042e+01,-3.487377472000000012e+01
-5.611319539000000134e+01,-3.487140432999999717e+01
-5.623951609000000218e+01,-3.484205355999999654e+01
-5.623345738999999810e+01,-3.484353260999999691e+01
-5.626915473999999762e+01,-3.484216490000000022e+01
-5.626862417000000249e+01,-3.484319808000000052e+01
-5.627019571999999670e+01,-3.483303446000000037e+01
-5.627032900999999754e+01,-3.483177323000000314e+01
-5.627046969999999959e+01,-3.483015335000000334e+01
-5.626481125000000105e+01,-3.483538787999999897e+01
-5.626599696000000250e+01,-3.483485297000000003e+01
-5.625802737000000064e+01,-3.483217112999999898e+01
-5.626139295000000118e+01,-3.483143445000000327e+01
-5.625727023999999687e+01,-3.484627842999999814e+01
-5.625469797000000227e+01,-3.484547615999999692e+01
-5.625476103999999822e+01,-3.484548910000000177e+01
-5.627469195999999840e+01,-3.483155501000000243e+01
-5.627522422999999918e+01,-3.482930024000000202e+01
-5.627196788999999910e+01,-3.482869166999999777e+01
-5.627264083000000028e+01,-3.482974338999999731e+01
-5.627178348999999713e+01,-3.483184056000000339e+01
-5.627283281999999787e+01,-3.483105101000000303e+01
-5.627055855999999778e+01,-3.482800765999999726e+01
-5.627076590000000067e+01,-3.483656732000000034e+01
-5.626980325000000249e+01,-3.483682867000000272e+01
-5.626802743999999734e+01,-3.483342992000000038e+01
-5.626788674000000157e+01,-3.483474278999999996e+01
-5.626792191999999915e+01,-3.483709343999999675e+01
-5.626783490999999771e+01,-3.483619087000000292e+01
-5.626905487999999878e+01,-3.483576389000000262e+01
-5.627011842999999658e+01,-3.483554356999999868e+01
-5.626626883000000134e+01,-3.483377716999999762e+01
-5.626157148000000063e+01,-3.482899462000000312e+01
-5.625940495999999769e+01,-3.483092746999999889e+01
-5.625966551999999865e+01,-3.483218698000000302e+01
-5.626033139999999833e+01,-3.483164435999999853e+01
-5.625773422999999696e+01,-3.484360182999999722e+01
-5.625833496999999994e+01,-3.484266327000000274e+01
-5.625931690000000174e+01,-3.484200588000000209e+01
-5.625822519999999827e+01,-3.484212766000000272e+01
-5.626096832999999720e+01,-3.484302141999999947e+01
-5.615398606000000115e+01,-3.490773390999999748e+01
-5.613958060000000216e+01,-3.490526343999999881e+01
-5.613288218000000285e+01,-3.489281747999999794e+01
-5.613829051999999820e+01,-3.488521715000000256e+01
-5.615988174999999671e+01,-3.490096943999999723e+01
-5.616001723000000112e+01,-3.490121677999999861e+01
-5.615895524999999822e+01,-3.489973707000000047e+01
-5.616100895999999665e+01,-3.490201995999999696e+01
-5.611864566999999937e+01,-3.487969779000000159e+01
-5.611726304999999826e+01,-3.487536194999999850e+01
-5.611339329999999848e+01,-3.487498175999999717e+01
-5.611703921000000150e+01,-3.487632231999999988e+01
-5.611749197999999694e+01,-3.487426959999999809e+01
-5.611772735000000267e+01,-3.487326379000000287e+01
-5.612087130999999829e+01,-3.487229117999999772e+01
-5.612075739000000141e+01,-3.487226911999999857e+01
-5.612062885000000279e+01,-3.487223783999999682e+01
-5.611236866000000134e+01,-3.488108042999999725e+01
-5.626793724000000196e+01,-3.487980033000000191e+01
-5.626684250000000276e+01,-3.487974959000000297e+01
-5.626982523000000214e+01,-3.488034224999999822e+01
-5.627070762000000315e+01,-3.488054301999999751e+01
-5.627128584999999816e+01,-3.488067471000000097e+01
-5.616220681000000070e+01,-3.488857124999999826e+01
-5.613885022000000191e+01,-3.488835463000000203e+01
-5.610962657999999692e+01,-3.487724493000000336e+01
-5.611073686000000293e+01,-3.487783423999999854e+01
-5.611016232000000059e+01,-3.488048744000000312e+01
-5.611027006999999855e+01,-3.487851308999999844e+01
-5.611026469000000105e+01,-3.488189527000000112e+01
-5.610631125999999824e+01,-3.488133861000000024e+01
-5.610789244000000053e+01,-3.488057658999999688e+01
-5.610689973000000208e+01,-3.488241354000000172e+01
-5.610555744999999916e+01,-3.488039374000000237e+01
-5.610157528999999954e+01,-3.488518719999999718e+01
-5.610053683999999663e+01,-3.488368066999999684e+01
-5.610142207999999897e+01,-3.488256482999999974e+01
-5.610240551999999781e+01,-3.488138493999999667e+01
-5.610724852999999968e+01,-3.487261368000000061e+01
-5.611484726999999850e+01,-3.487109789000000148e+01
-5.611140976000000080e+01,-3.487724649999999826e+01
-5.611212007999999685e+01,-3.487591087999999928e+01
-5.611138157999999976e+01,-3.488244139999999760e+01
-5.611103580000000335e+01,-3.487035191999999739e+01
-5.610408446000000282e+01,-3.487427618000000251e+01
-5.610185244000000182e+01,-3.487698252999999937e+01
-5.610187518000000040e+01,-3.487695235999999710e+01
-5.610268321000000213e+01,-3.487595441999999935e+01
-5.610271877000000273e+01,-3.487592302000000188e+01
-5.610306890999999752e+01,-3.487551928999999973e+01
-5.610309803999999900e+01,-3.487549048000000340e+01
-5.610359124000000008e+01,-3.487488464999999849e+01
-5.610362359999999882e+01,-3.487485322999999937e+01
-5.610169496999999694e+01,-3.487718452000000013e+01
-5.610171277999999973e+01,-3.487716618999999696e+01
-5.610122281000000299e+01,-3.487776676000000009e+01
-5.609988717000000236e+01,-3.487942353999999767e+01
-5.610079747999999711e+01,-3.487831108000000313e+01
-5.609883423000000136e+01,-3.488071990000000255e+01
-5.611253768000000264e+01,-3.487518871999999703e+01
-5.611294148000000348e+01,-3.487359086000000019e+01
-5.611346513000000158e+01,-3.487278407000000158e+01
-5.611346876999999722e+01,-3.487227544999999651e+01
-5.616112774999999857e+01,-3.489682055000000105e+01
-5.625957143000000116e+01,-3.484330482000000018e+01
-5.625664253000000059e+01,-3.484228482999999699e+01
-5.625839408000000219e+01,-3.484116210999999907e+01
-5.625497164000000083e+01,-3.484712782999999803e+01
-5.625494123000000002e+01,-3.484710748999999907e+01
-5.625641882000000038e+01,-3.484796243000000260e+01
-5.625830861000000027e+01,-3.484683113999999904e+01
-5.625831987000000112e+01,-3.484680711000000031e+01
-5.625770946000000095e+01,-3.484762046000000169e+01
-5.625768580999999813e+01,-3.484764171999999860e+01
-5.625660769000000272e+01,-3.484230749999999688e+01
-5.625657497000000262e+01,-3.484232988000000120e+01
-5.626944802999999951e+01,-3.483934929000000125e+01
-5.626878564999999810e+01,-3.483809157000000312e+01
-5.626781405999999919e+01,-3.483781436000000298e+01
-5.626919536999999849e+01,-3.483735149999999692e+01
-5.626687034999999781e+01,-3.483798742999999831e+01
-5.626744111000000004e+01,-3.484165100999999964e+01
-5.627120779999999911e+01,-3.483790222999999742e+01
-5.627034769000000125e+01,-3.483848105999999945e+01
-5.626999837000000326e+01,-3.484036086999999782e+01
-5.626967541999999867e+01,-3.484288433999999768e+01
-5.626694020000000052e+01,-3.484286000000000172e+01
-5.627387712000000164e+01,-3.483945613000000208e+01
-5.627116568000000285e+01,-3.484013896999999815e+01
-5.627304763000000065e+01,-3.483804201000000234e+01
-5.627262942000000123e+01,-3.483533102999999898e+01
-5.627272827000000177e+01,-3.483394235000000094e+01
-5.627407035000000235e+01,-3.483376446999999843e+01
-5.627376809999999807e+01,-3.483461796999999649e+01
-5.627188613999999944e+01,-3.483355851000000314e+01
-5.627074177000000077e+01,-3.483437923999999697e+01
-5.627306094000000058e+01,-3.483268471000000233e+01
-5.627614429999999857e+01,-3.483053919999999692e+01
-5.627070030000000145e+01,-3.483916537000000346e+01
-5.624695737999999778e+01,-3.488990345999999931e+01
-5.627192036000000286e+01,-3.483451654999999647e+01
-5.611231963000000178e+01,-3.488107540000000029e+01
-5.611681956999999699e+01,-3.488136825000000130e+01
-5.611661120000000125e+01,-3.488027727000000056e+01
-5.611616381000000331e+01,-3.488145875000000018e+01
-5.611556627000000219e+01,-3.488027978000000218e+01
-5.611479406000000125e+01,-3.488027978000000218e+01
-5.611470826000000045e+01,-3.488026973000000197e+01
-5.611887023999999968e+01,-3.488075206999999978e+01
-5.611485881000000120e+01,-3.488161449999999775e+01
-5.611479133999999647e+01,-3.488159500999999807e+01
-5.611304356000000126e+01,-3.488123568999999691e+01
-5.611300135999999839e+01,-3.488123257000000166e+01
-5.611543070999999827e+01,-3.488400041999999956e+01
-5.611443352999999945e+01,-3.488398102000000023e+01
-5.611314068000000077e+01,-3.488358697000000319e+01
-5.611203348000000091e+01,-3.488329142999999988e+01
-5.611209225999999717e+01,-3.488330805999999740e+01
-5.611619567000000330e+01,-3.487312525000000107e+01
-5.611615558999999820e+01,-3.487319783000000228e+01
-5.611620642999999831e+01,-3.487143171999999680e+01
-5.611612327000000278e+01,-3.487139873000000279e+01
-5.611521934000000300e+01,-3.487231930000000091e+01
-5.611524908999999894e+01,-3.487229320000000143e+01
-5.611474946999999958e+01,-3.487410538000000315e+01
-5.611512954999999891e+01,-3.487583805999999953e+01
-5.611916023999999936e+01,-3.487736040000000060e+01
-5.612107796000000093e+01,-3.487709205000000168e+01
-5.611924150000000111e+01,-3.487733671000000157e+01
-5.612217697999999899e+01,-3.487537780000000254e+01
-5.612216757000000200e+01,-3.487660981999999876e+01
-5.612149754000000001e+01,-3.487469009000000142e+01
-5.612145887999999871e+01,-3.487468980999999957e+01
-5.611923577999999679e+01,-3.487476628000000289e+01
-5.611929844000000145e+01,-3.487476065999999975e+01
-5.611897964999999999e+01,-3.487478567000000140e+01
-5.611875214999999884e+01,-3.487194961000000148e+01
-5.611869697000000201e+01,-3.487194465999999693e+01
-5.611261189999999743e+01,-3.487171462999999960e+01
-5.611432849999999917e+01,-3.487187906999999853e+01
-5.611214676000000168e+01,-3.487271072000000061e+01
-5.611025249000000059e+01,-3.487599536999999827e+01
-5.611092572999999817e+01,-3.487638009999999866e+01
-5.615126243000000272e+01,-3.492208942999999977e+01
-5.628881290999999720e+01,-3.481816296000000222e+01
-5.629175476999999717e+01,-3.482116629000000074e+01
-5.629026741999999928e+01,-3.482190727999999780e+01
-5.630098450999999926e+01,-3.481869891000000194e+01
-5.627305537000000157e+01,-3.482061751999999899e+01
-5.627396309000000230e+01,-3.482184739000000206e+01
-5.627888773000000100e+01,-3.481645878999999866e+01
-5.627306560000000246e+01,-3.481783601000000061e+01
-5.627299699000000288e+01,-3.481788558000000222e+01
-5.627674032000000182e+01,-3.481991323999999821e+01
-5.629171697999999679e+01,-3.482415500999999836e+01
-5.628944900999999845e+01,-3.482356123000000281e+01
-5.628757190999999693e+01,-3.482304128999999904e+01
-5.628542560000000350e+01,-3.482244163000000015e+01
-5.628238490999999755e+01,-3.482104652999999672e+01
-5.628135170000000187e+01,-3.481968918999999829e+01
-5.628026031000000273e+01,-3.481827211000000233e+01
-5.628611582999999996e+01,-3.481186139999999796e+01
-5.628235852000000250e+01,-3.482101921000000289e+01
-5.613803127999999987e+01,-3.488955428999999953e+01
-5.610934127000000160e+01,-3.488003788999999699e+01
-5.610864303999999692e+01,-3.487967271000000125e+01
-5.610712730000000192e+01,-3.487881975999999895e+01
-5.610765267000000023e+01,-3.487786135000000343e+01
-5.610730978000000135e+01,-3.487681881000000317e+01
-5.610824788000000041e+01,-3.487731002000000302e+01
-5.610847868999999832e+01,-3.487784829000000286e+01
-5.611089717000000121e+01,-3.487874543000000216e+01
-5.610948352999999855e+01,-3.488147405000000134e+01
-5.610374299000000065e+01,-3.488255473000000251e+01
-5.610415093000000297e+01,-3.488358755000000144e+01
-5.610388199999999870e+01,-3.488439196000000209e+01
-5.610389150999999686e+01,-3.488554331999999647e+01
-5.610283978999999732e+01,-3.488297630999999654e+01
-5.610537313999999753e+01,-3.488241633999999891e+01
-5.610257642999999916e+01,-3.488386907999999664e+01
-5.610095682000000039e+01,-3.488521117999999888e+01
-5.609963961999999782e+01,-3.488496822999999836e+01
-5.610812186999999795e+01,-3.487437129999999996e+01
-5.610884673000000333e+01,-3.487068811000000323e+01
-5.610658949999999834e+01,-3.487345969999999795e+01
-5.610462807999999768e+01,-3.487581643000000042e+01
-5.609762580000000298e+01,-3.488482783999999981e+01
-5.609929530000000142e+01,-3.488236381000000108e+01
-5.610016687000000246e+01,-3.488129710999999844e+01
-5.610214301999999975e+01,-3.487888708999999920e+01
-5.611244036000000079e+01,-3.487050218000000257e+01
-5.611076984999999695e+01,-3.487031856000000118e+01
-5.610502833000000322e+01,-3.488103071999999827e+01
-5.611273221999999805e+01,-3.487059280999999800e+01
-5.611279311999999919e+01,-3.487060530000000114e+01
-5.610262098999999836e+01,-3.488517707999999828e+01
-5.610673781999999932e+01,-3.487993849000000068e+01
-5.610816134000000233e+01,-3.487658799999999815e+01
-5.611137585000000172e+01,-3.487455315999999783e+01
-5.609802485000000161e+01,-3.487383581999999649e+01
-5.615445714999999893e+01,-3.492401231000000195e+01
-5.623353413000000245e+01,-3.486256253999999899e+01
-5.623210978000000182e+01,-3.485880026000000242e+01
-5.623446203000000310e+01,-3.486333213000000342e+01
-5.623376857000000228e+01,-3.485904473000000081e+01
-5.615428629000000171e+01,-3.492308351999999871e+01
-5.625885828999999916e+01,-3.486561772999999675e+01
-5.616110883000000342e+01,-3.490867682999999744e+01
-5.614361618000000220e+01,-3.489516738999999745e+01
-5.613645028999999909e+01,-3.489421145000000024e+01
-5.613666390000000206e+01,-3.489394287999999733e+01
-5.614641470000000112e+01,-3.488265736999999689e+01
-5.614426025000000209e+01,-3.488601634999999845e+01
-5.614443199000000106e+01,-3.488199811999999866e+01
-5.624285099000000088e+01,-3.485240349000000037e+01
-5.623593232000000341e+01,-3.486873977999999852e+01
-5.623728000999999921e+01,-3.486975602999999779e+01
-5.623050544000000173e+01,-3.486430280999999809e+01
-5.628582018000000176e+01,-3.481965101000000118e+01
-5.630242344999999915e+01,-3.482076250000000073e+01
-5.629325541000000044e+01,-3.482612866000000196e+01
-5.629088038999999810e+01,-3.482667748000000074e+01
-5.628839066999999829e+01,-3.482349405000000075e+01
-5.628974331999999947e+01,-3.482521212999999705e+01
-5.628762432999999987e+01,-3.482253373999999724e+01
-5.628694809000000276e+01,-3.482122880000000009e+01
-5.628881961999999817e+01,-3.482030111000000261e+01
-5.629101702999999901e+01,-3.481918708999999978e+01
-5.628532358999999730e+01,-3.481958874000000037e+01
-5.628723052000000138e+01,-3.481894709000000177e+01
-5.628865574999999666e+01,-3.482267565000000076e+01
-5.630206531999999697e+01,-3.481876445999999703e+01
-5.628851716999999866e+01,-3.481505908999999832e+01
-5.628859757000000030e+01,-3.481517981999999733e+01
-5.628871955999999699e+01,-3.481530704000000043e+01
-5.629036616999999865e+01,-3.481762499999999960e+01
-5.629216707999999869e+01,-3.482006877999999972e+01
-5.629451475999999843e+01,-3.482325757000000266e+01
-5.627514194999999830e+01,-3.482077600000000217e+01
-5.627472717999999929e+01,-3.482099373999999870e+01
-5.627403400000000033e+01,-3.482056479999999965e+01
-5.627539546999999942e+01,-3.482231901000000107e+01
-5.627760523999999975e+01,-3.482117095000000262e+01
-5.627842350000000238e+01,-3.482072365999999874e+01
-5.627638871999999992e+01,-3.481778162999999893e+01
-5.627561158999999691e+01,-3.481677745999999729e+01
-5.627781272000000001e+01,-3.481519124999999804e+01
-5.627952061999999955e+01,-3.482337507999999815e+01
-5.628037853000000013e+01,-3.482272575999999731e+01
-5.627915966999999853e+01,-3.482111144999999652e+01
-5.627822182999999967e+01,-3.482408580999999970e+01
-5.627773209000000065e+01,-3.482442961999999653e+01
-5.629314411000000007e+01,-3.482450696000000079e+01
-5.616121487000000201e+01,-3.490230466999999948e+01
-5.616006165999999666e+01,-3.492837729000000024e+01
-5.623390346000000051e+01,-3.487105318999999781e+01
-5.615191380000000265e+01,-3.489915043999999966e+01
-5.616137196999999759e+01,-3.491150383000000090e+01
-5.615778404000000279e+01,-3.488667851999999669e+01
-5.615431834000000322e+01,-3.488702202999999713e+01
-5.607914880999999951e+01,-3.488464726000000127e+01
-5.608701649999999717e+01,-3.489417507999999657e+01
-5.608381469999999780e+01,-3.489497819999999706e+01
-5.607331024999999869e+01,-3.489331243000000171e+01
-5.607415658000000036e+01,-3.489414026000000035e+01
-5.608246645999999913e+01,-3.489570493000000084e+01
-5.607905514000000124e+01,-3.489651477000000313e+01
