0.000000000000000000e+00,3.169400000000000000e+04,3.392300000000000000e+04,2.063500000000000000e+04,8.368000000000000000e+03,2.247300000000000000e+04,7.573000000000000000e+04,1.192440000000000000e+05,1.424340000000000000e+05,1.336610000000000000e+05,9.636700000000000000e+04,1.305090000000000000e+05,1.043770000000000000e+05,9.139700000000000000e+04,9.857800000000000000e+04,9.124000000000000000e+04,8.342900000000000000e+04,8.005700000000000000e+04,7.573200000000000000e+04,1.209650000000000000e+05,2.133450000000000000e+05,2.449370000000000000e+05,3.230060000000000000e+05,7.562480000000000000e+05,1.849760000000000000e+05,1.078387000000000000e+06,6.834480000000000000e+05,5.219710000000000000e+05,4.948260000000000000e+05,3.632320000000000000e+05
3.169400000000000000e+04,0.000000000000000000e+00,5.307700000000000000e+04,3.978900000000000000e+04,2.752200000000000000e+04,4.107100000000000000e+04,9.432800000000000000e+04,1.396850000000000000e+05,1.628750000000000000e+05,1.522590000000000000e+05,1.149650000000000000e+05,1.102410000000000000e+05,8.410900000000000000e+04,7.112900000000000000e+04,7.831000000000000000e+04,7.097200000000000000e+04,6.316100000000000000e+04,5.978900000000000000e+04,5.546400000000000000e+04,1.123940000000000000e+05,2.295660000000000000e+05,2.653780000000000000e+05,3.434470000000000000e+05,7.766890000000000000e+05,2.054170000000000000e+05,1.098828000000000000e+06,7.038890000000000000e+05,5.424120000000000000e+05,5.152670000000000000e+05,3.836730000000000000e+05
3.392300000000000000e+04,5.307700000000000000e+04,0.000000000000000000e+00,1.328700000000000000e+04,2.975100000000000000e+04,2.463800000000000000e+04,5.451800000000000000e+04,9.187200000000000000e+04,1.150620000000000000e+05,1.096580000000000000e+05,7.515500000000000000e+04,1.314950000000000000e+05,1.053630000000000000e+05,9.238300000000000000e+04,9.956400000000000000e+04,9.222600000000000000e+04,8.441500000000000000e+04,8.104300000000000000e+04,7.671800000000000000e+04,1.208860000000000000e+05,1.859730000000000000e+05,2.175650000000000000e+05,2.956340000000000000e+05,7.288760000000000000e+05,1.576040000000000000e+05,1.051015000000000000e+06,6.560760000000000000e+05,4.945990000000000000e+05,4.674540000000000000e+05,3.358600000000000000e+05
2.063500000000000000e+04,3.978900000000000000e+04,1.328700000000000000e+04,0.000000000000000000e+00,1.646300000000000000e+04,3.056800000000000000e+04,6.290700000000000000e+04,1.018960000000000000e+05,1.250860000000000000e+05,1.196820000000000000e+05,8.354400000000000000e+04,1.386040000000000000e+05,1.124720000000000000e+05,9.949200000000000000e+04,1.066730000000000000e+05,9.933500000000000000e+04,9.152400000000000000e+04,8.815200000000000000e+04,8.382700000000000000e+04,1.290600000000000000e+05,1.959970000000000000e+05,2.275890000000000000e+05,3.056580000000000000e+05,7.389000000000000000e+05,1.676280000000000000e+05,1.061039000000000000e+06,6.661000000000000000e+05,5.046230000000000000e+05,4.774780000000000000e+05,3.458840000000000000e+05
8.368000000000000000e+03,2.752200000000000000e+04,2.975100000000000000e+04,1.646300000000000000e+04,0.000000000000000000e+00,1.410500000000000000e+04,6.736200000000000000e+04,1.138870000000000000e+05,1.415500000000000000e+05,1.252930000000000000e+05,8.799900000000000000e+04,1.221410000000000000e+05,9.600900000000000000e+04,8.302900000000000000e+04,9.021000000000000000e+04,8.287200000000000000e+04,7.506100000000000000e+04,7.168900000000000000e+04,6.736400000000000000e+04,1.125970000000000000e+05,2.097840000000000000e+05,2.440530000000000000e+05,3.221220000000000000e+05,7.553640000000000000e+05,1.840920000000000000e+05,1.077503000000000000e+06,6.825640000000000000e+05,5.210870000000000000e+05,4.939420000000000000e+05,3.623480000000000000e+05
2.247300000000000000e+04,4.107100000000000000e+04,2.463800000000000000e+04,3.056800000000000000e+04,1.410500000000000000e+04,0.000000000000000000e+00,5.325600000000000000e+04,9.978100000000000000e+04,1.320080000000000000e+05,1.111870000000000000e+05,7.389300000000000000e+04,1.169600000000000000e+05,9.082800000000000000e+04,7.784800000000000000e+04,8.502900000000000000e+04,7.769100000000000000e+04,6.988000000000000000e+04,6.650800000000000000e+04,6.218300000000000000e+04,1.074160000000000000e+05,2.029190000000000000e+05,2.345110000000000000e+05,3.125800000000000000e+05,7.458220000000000000e+05,1.745500000000000000e+05,1.067961000000000000e+06,6.730220000000000000e+05,5.115450000000000000e+05,4.844000000000000000e+05,3.528060000000000000e+05
7.573000000000000000e+04,9.432800000000000000e+04,5.451800000000000000e+04,6.290700000000000000e+04,6.736200000000000000e+04,5.325600000000000000e+04,0.000000000000000000e+00,4.652400000000000000e+04,7.993100000000000000e+04,5.793000000000000000e+04,2.063600000000000000e+04,9.428300000000000000e+04,8.779700000000000000e+04,9.033000000000000000e+04,9.751100000000000000e+04,1.100800000000000000e+05,1.022690000000000000e+05,9.889700000000000000e+04,5.883200000000000000e+04,7.811800000000000000e+04,1.640570000000000000e+05,2.080050000000000000e+05,2.860740000000000000e+05,7.193160000000000000e+05,1.480440000000000000e+05,1.041455000000000000e+06,6.465160000000000000e+05,4.850390000000000000e+05,4.578940000000000000e+05,3.263000000000000000e+05
1.216580000000000000e+05,1.408530000000000000e+05,9.756700000000000000e+04,1.094320000000000000e+05,1.138870000000000000e+05,9.978100000000000000e+04,4.652400000000000000e+04,0.000000000000000000e+00,3.340700000000000000e+04,2.800300000000000000e+04,2.588800000000000000e+04,1.259350000000000000e+05,1.303780000000000000e+05,1.329110000000000000e+05,1.400920000000000000e+05,1.526610000000000000e+05,1.448500000000000000e+05,1.414780000000000000e+05,1.014130000000000000e+05,6.528600000000000000e+04,1.341300000000000000e+05,1.737400000000000000e+05,2.518090000000000000e+05,6.850510000000000000e+05,1.137790000000000000e+05,1.007190000000000000e+06,6.122510000000000000e+05,4.507740000000000000e+05,4.236290000000000000e+05,2.920350000000000000e+05
1.490660000000000000e+05,1.695070000000000000e+05,1.271230000000000000e+05,1.404110000000000000e+05,1.472940000000000000e+05,1.331880000000000000e+05,7.993100000000000000e+04,3.340700000000000000e+04,0.000000000000000000e+00,3.061600000000000000e+04,5.929500000000000000e+04,1.464390000000000000e+05,1.622730000000000000e+05,1.648060000000000000e+05,1.719870000000000000e+05,1.860680000000000000e+05,1.782570000000000000e+05,1.748850000000000000e+05,1.348200000000000000e+05,9.589900000000000000e+04,1.011430000000000000e+05,1.511090000000000000e+05,2.291780000000000000e+05,6.624200000000000000e+05,9.114800000000000000e+04,9.845590000000000000e+05,5.896200000000000000e+05,4.281430000000000000e+05,4.009980000000000000e+05,2.694040000000000000e+05
1.336610000000000000e+05,1.522590000000000000e+05,1.124490000000000000e+05,1.208380000000000000e+05,1.252930000000000000e+05,1.111870000000000000e+05,5.793000000000000000e+04,2.800300000000000000e+04,3.061600000000000000e+04,0.000000000000000000e+00,3.729400000000000000e+04,1.243850000000000000e+05,1.402190000000000000e+05,1.427520000000000000e+05,1.499330000000000000e+05,1.640670000000000000e+05,1.562560000000000000e+05,1.528840000000000000e+05,1.128190000000000000e+05,7.384500000000000000e+04,1.061260000000000000e+05,1.709490000000000000e+05,2.490180000000000000e+05,6.822600000000000000e+05,1.109880000000000000e+05,1.004399000000000000e+06,6.094600000000000000e+05,4.479830000000000000e+05,4.208380000000000000e+05,2.892440000000000000e+05
