0.000000000000000000e+00,1.508400000000000000e+04,7.282000000000000000e+03,4.017000000000000000e+04,2.927500000000000000e+04,6.570300000000000000e+04,4.235700000000000000e+04,3.692900000000000000e+04,7.781200000000000000e+04,8.733600000000000000e+04,2.622300000000000000e+04,2.620100000000000000e+04,3.017900000000000000e+04,1.492900000000000000e+04,3.175100000000000000e+04,3.209300000000000000e+04,3.512000000000000000e+04,4.887900000000000000e+04,8.133400000000000000e+04,6.772600000000000000e+04,5.521900000000000000e+04,6.416800000000000000e+04,7.329900000000000000e+04,4.289100000000000000e+04,5.342900000000000000e+04,2.001600000000000000e+04,5.037000000000000000e+04,5.688900000000000000e+04,6.781700000000000000e+04,1.019270000000000000e+05,7.433500000000000000e+04,1.115500000000000000e+05,8.281500000000000000e+04,8.870600000000000000e+04,9.856300000000000000e+04,9.135900000000000000e+04,1.031500000000000000e+05,1.030700000000000000e+05,9.627100000000000000e+04,6.495900000000000000e+04,5.449700000000000000e+04,4.414220000000000000e+05,4.464910000000000000e+05,5.110730000000000000e+05,4.953250000000000000e+05,5.357010000000000000e+05,5.471050000000000000e+05,5.321570000000000000e+05,5.196880000000000000e+05,5.195070000000000000e+05,4.606980000000000000e+05,4.540850000000000000e+05,5.087560000000000000e+05,4.960270000000000000e+05,5.067340000000000000e+05,5.109610000000000000e+05,4.831270000000000000e+05,4.681930000000000000e+05,4.559970000000000000e+05,4.592670000000000000e+05
0.000000000000000000e+00,1.508400000000000000e+04,7.282000000000000000e+03,4.017000000000000000e+04,2.927500000000000000e+04,6.570300000000000000e+04,4.235700000000000000e+04,3.692900000000000000e+04,7.781200000000000000e+04,8.733600000000000000e+04,2.622300000000000000e+04,2.620100000000000000e+04,3.017900000000000000e+04,1.492900000000000000e+04,3.175100000000000000e+04,3.209300000000000000e+04,3.512000000000000000e+04,4.887900000000000000e+04,8.133400000000000000e+04,6.772600000000000000e+04,5.521900000000000000e+04,6.416800000000000000e+04,7.329900000000000000e+04,4.289100000000000000e+04,5.342900000000000000e+04,2.001600000000000000e+04,5.037000000000000000e+04,5.688900000000000000e+04,6.781700000000000000e+04,1.019270000000000000e+05,7.433500000000000000e+04,1.115500000000000000e+05,8.281500000000000000e+04,8.870600000000000000e+04,9.856300000000000000e+04,9.135900000000000000e+04,1.031500000000000000e+05,1.030700000000000000e+05,9.627100000000000000e+04,6.495900000000000000e+04,5.449700000000000000e+04,4.414220000000000000e+05,4.464910000000000000e+05,5.110730000000000000e+05,4.953250000000000000e+05,5.357010000000000000e+05,5.471050000000000000e+05,5.321570000000000000e+05,5.196880000000000000e+05,5.195070000000000000e+05,4.606980000000000000e+05,4.540850000000000000e+05,5.087560000000000000e+05,4.960270000000000000e+05,5.067340000000000000e+05,5.109610000000000000e+05,4.831270000000000000e+05,4.681930000000000000e+05,4.559970000000000000e+05,4.592670000000000000e+05
1.508400000000000000e+04,0.000000000000000000e+00,7.801000000000000000e+03,3.033400000000000000e+04,4.436000000000000000e+04,8.035900000000000000e+04,5.685300000000000000e+04,5.142500000000000000e+04,9.219300000000000000e+04,1.017170000000000000e+05,3.929200000000000000e+04,4.053700000000000000e+04,4.451500000000000000e+04,2.845100000000000000e+04,1.804600000000000000e+04,1.770400000000000000e+04,4.817800000000000000e+04,6.321500000000000000e+04,9.567000000000000000e+04,8.206200000000000000e+04,6.955500000000000000e+04,7.850400000000000000e+04,8.763500000000000000e+04,3.701700000000000000e+04,3.834500000000000000e+04,3.353800000000000000e+04,6.470600000000000000e+04,7.127000000000000000e+04,8.219800000000000000e+04,8.760200000000000000e+04,8.942000000000000000e+04,1.266350000000000000e+05,9.790000000000000000e+04,1.037910000000000000e+05,1.136480000000000000e+05,1.064440000000000000e+05,1.182350000000000000e+05,1.181550000000000000e+05,1.113560000000000000e+05,8.004400000000000000e+04,6.958200000000000000e+04,4.410820000000000000e+05,4.461510000000000000e+05,5.107330000000000000e+05,4.949850000000000000e+05,5.353610000000000000e+05,5.467650000000000000e+05,5.318170000000000000e+05,5.193480000000000000e+05,5.191670000000000000e+05,4.603580000000000000e+05,4.537450000000000000e+05,5.084160000000000000e+05,4.956870000000000000e+05,5.063940000000000000e+05,5.106210000000000000e+05,4.827870000000000000e+05,4.678530000000000000e+05,4.556570000000000000e+05,4.589270000000000000e+05
7.282000000000000000e+03,7.801000000000000000e+03,0.000000000000000000e+00,3.318600000000000000e+04,3.655800000000000000e+04,7.255700000000000000e+04,4.905100000000000000e+04,4.362300000000000000e+04,8.439100000000000000e+04,9.391500000000000000e+04,3.194300000000000000e+04,3.273500000000000000e+04,3.671300000000000000e+04,2.064900000000000000e+04,2.460000000000000000e+04,2.494200000000000000e+04,4.084000000000000000e+04,5.541300000000000000e+04,8.786800000000000000e+04,7.426000000000000000e+04,6.175300000000000000e+04,7.070200000000000000e+04,7.983300000000000000e+04,3.803200000000000000e+04,4.614600000000000000e+04,2.573600000000000000e+04,5.690400000000000000e+04,6.346800000000000000e+04,7.439600000000000000e+04,9.540300000000000000e+04,8.161800000000000000e+04,1.188330000000000000e+05,9.009800000000000000e+04,9.598900000000000000e+04,1.058460000000000000e+05,9.864200000000000000e+04,1.104330000000000000e+05,1.103530000000000000e+05,1.035540000000000000e+05,7.224200000000000000e+04,6.178000000000000000e+04,4.451930000000000000e+05,4.502620000000000000e+05,5.148440000000000000e+05,4.990960000000000000e+05,5.394720000000000000e+05,5.508760000000000000e+05,5.359280000000000000e+05,5.234590000000000000e+05,5.232780000000000000e+05,4.644690000000000000e+05,4.578560000000000000e+05,5.125270000000000000e+05,4.997980000000000000e+05,5.105050000000000000e+05,5.147320000000000000e+05,4.868980000000000000e+05,4.719640000000000000e+05,4.597680000000000000e+05,4.630380000000000000e+05
4.017000000000000000e+04,3.033400000000000000e+04,3.318600000000000000e+04,0.000000000000000000e+00,6.791300000000000000e+04,8.109200000000000000e+04,5.758600000000000000e+04,5.113600000000000000e+04,7.381600000000000000e+04,8.334000000000000000e+04,2.069900000000000000e+04,4.216300000000000000e+04,2.967500000000000000e+04,3.007700000000000000e+04,1.516200000000000000e+04,1.482000000000000000e+04,2.958500000000000000e+04,4.483800000000000000e+04,7.729300000000000000e+04,6.368500000000000000e+04,5.117800000000000000e+04,6.012700000000000000e+04,6.925800000000000000e+04,1.842400000000000000e+04,1.543900000000000000e+04,3.516400000000000000e+04,4.632900000000000000e+04,5.289300000000000000e+04,6.382100000000000000e+04,1.093860000000000000e+05,1.129730000000000000e+05,1.367980000000000000e+05,1.214530000000000000e+05,1.261280000000000000e+05,1.281390000000000000e+05,1.299970000000000000e+05,1.283980000000000000e+05,1.283180000000000000e+05,1.215190000000000000e+05,1.035970000000000000e+05,9.466500000000000000e+04,4.181760000000000000e+05,4.232450000000000000e+05,4.878270000000000000e+05,4.720790000000000000e+05,5.124550000000000000e+05,5.238590000000000000e+05,5.089110000000000000e+05,4.964420000000000000e+05,4.962610000000000000e+05,4.374520000000000000e+05,4.308390000000000000e+05,4.855100000000000000e+05,4.727810000000000000e+05,4.834880000000000000e+05,4.877150000000000000e+05,4.598810000000000000e+05,4.449470000000000000e+05,4.327510000000000000e+05,4.360210000000000000e+05
2.927500000000000000e+04,4.436000000000000000e+04,3.655800000000000000e+04,6.791300000000000000e+04,0.000000000000000000e+00,3.642800000000000000e+04,1.480700000000000000e+04,1.677700000000000000e+04,4.853700000000000000e+04,5.806100000000000000e+04,4.721300000000000000e+04,2.664300000000000000e+04,3.950300000000000000e+04,3.872900000000000000e+04,6.038700000000000000e+04,6.072900000000000000e+04,5.813000000000000000e+04,4.261100000000000000e+04,5.248400000000000000e+04,3.883700000000000000e+04,3.810700000000000000e+04,4.850300000000000000e+04,4.441000000000000000e+04,6.929100000000000000e+04,8.005200000000000000e+04,3.364200000000000000e+04,2.676000000000000000e+04,2.761400000000000000e+04,3.854200000000000000e+04,9.009600000000000000e+04,4.553000000000000000e+04,8.227500000000000000e+04,5.401000000000000000e+04,6.865200000000000000e+04,6.975800000000000000e+04,6.255400000000000000e+04,7.387500000000000000e+04,7.379500000000000000e+04,6.699600000000000000e+04,3.615400000000000000e+04,4.224400000000000000e+04,4.190160000000000000e+05,4.240850000000000000e+05,4.886670000000000000e+05,4.729190000000000000e+05,5.132950000000000000e+05,5.246990000000000000e+05,5.097510000000000000e+05,4.972820000000000000e+05,4.971010000000000000e+05,4.382920000000000000e+05,4.316790000000000000e+05,4.863500000000000000e+05,4.736210000000000000e+05,4.843280000000000000e+05,4.885550000000000000e+05,4.607210000000000000e+05,4.457870000000000000e+05,4.335910000000000000e+05,4.368610000000000000e+05
6.554700000000000000e+04,8.035900000000000000e+04,7.255700000000000000e+04,8.106200000000000000e+04,3.627200000000000000e+04,0.000000000000000000e+00,2.350500000000000000e+04,2.995600000000000000e+04,1.398400000000000000e+04,2.350800000000000000e+04,6.036200000000000000e+04,3.982200000000000000e+04,5.268200000000000000e+04,5.190800000000000000e+04,7.356600000000000000e+04,7.390800000000000000e+04,7.127900000000000000e+04,5.576000000000000000e+04,5.813900000000000000e+04,4.134900000000000000e+04,5.058000000000000000e+04,6.165200000000000000e+04,5.238300000000000000e+04,8.244000000000000000e+04,9.320100000000000000e+04,4.682100000000000000e+04,3.473300000000000000e+04,2.816800000000000000e+04,1.724100000000000000e+04,1.196620000000000000e+05,6.913000000000000000e+04,6.181700000000000000e+04,6.564300000000000000e+04,8.028500000000000000e+04,5.315800000000000000e+04,7.418700000000000000e+04,5.341700000000000000e+04,5.333700000000000000e+04,4.653800000000000000e+04,6.367200000000000000e+04,7.451000000000000000e+04,3.932410000000000000e+05,3.983100000000000000e+05,4.628920000000000000e+05,4.471440000000000000e+05,4.875200000000000000e+05,4.989240000000000000e+05,4.839760000000000000e+05,4.715070000000000000e+05,4.713260000000000000e+05,4.125170000000000000e+05,4.059040000000000000e+05,4.605750000000000000e+05,4.478460000000000000e+05,4.585530000000000000e+05,4.627800000000000000e+05,4.349460000000000000e+05,4.200120000000000000e+05,4.078160000000000000e+05,4.110860000000000000e+05
4.235700000000000000e+04,5.685300000000000000e+04,4.905100000000000000e+04,5.758600000000000000e+04,1.480700000000000000e+04,2.350500000000000000e+04,0.000000000000000000e+00,6.450000000000000000e+03,3.561400000000000000e+04,4.513800000000000000e+04,3.688600000000000000e+04,1.631600000000000000e+04,2.917600000000000000e+04,2.840200000000000000e+04,5.006000000000000000e+04,5.040200000000000000e+04,4.780300000000000000e+04,3.228400000000000000e+04,3.956100000000000000e+04,2.591400000000000000e+04,2.778000000000000000e+04,3.817600000000000000e+04,3.148700000000000000e+04,5.896400000000000000e+04,6.972500000000000000e+04,2.331500000000000000e+04,1.383700000000000000e+04,1.469100000000000000e+04,2.561900000000000000e+04,1.031100000000000000e+05,5.684700000000000000e+04,8.532300000000000000e+04,6.511200000000000000e+04,7.975400000000000000e+04,7.666400000000000000e+04,7.365600000000000000e+04,7.692300000000000000e+04,7.684300000000000000e+04,7.004400000000000000e+04,4.747100000000000000e+04,5.356100000000000000e+04,4.060930000000000000e+05,4.111620000000000000e+05,4.757440000000000000e+05,4.599960000000000000e+05,5.003720000000000000e+05,5.117760000000000000e+05,4.968280000000000000e+05,4.843590000000000000e+05,4.841780000000000000e+05,4.253690000000000000e+05,4.187560000000000000e+05,4.734270000000000000e+05,4.606980000000000000e+05,4.714050000000000000e+05,4.756320000000000000e+05,4.477980000000000000e+05,4.328640000000000000e+05,4.206680000000000000e+05,4.239380000000000000e+05
3.692900000000000000e+04,5.142500000000000000e+04,4.362300000000000000e+04,5.113600000000000000e+04,1.677700000000000000e+04,2.995600000000000000e+04,6.450000000000000000e+03,0.000000000000000000e+00,4.206500000000000000e+04,5.158900000000000000e+04,3.043600000000000000e+04,1.088800000000000000e+04,2.374800000000000000e+04,2.297400000000000000e+04,4.463200000000000000e+04,4.497400000000000000e+04,4.135300000000000000e+04,2.583400000000000000e+04,4.601200000000000000e+04,3.236500000000000000e+04,2.133000000000000000e+04,3.172600000000000000e+04,3.793800000000000000e+04,5.251400000000000000e+04,6.327500000000000000e+04,1.788700000000000000e+04,1.484500000000000000e+04,2.114200000000000000e+04,3.207000000000000000e+04,9.775000000000000000e+04,6.183700000000000000e+04,9.177400000000000000e+04,7.031700000000000000e+04,8.452900000000000000e+04,8.311500000000000000e+04,7.886100000000000000e+04,8.337400000000000000e+04,8.329400000000000000e+04,7.649500000000000000e+04,5.246100000000000000e+04,5.032000000000000000e+04,4.116620000000000000e+05,4.167310000000000000e+05,4.813130000000000000e+05,4.655650000000000000e+05,5.059410000000000000e+05,5.173450000000000000e+05,5.023970000000000000e+05,4.899280000000000000e+05,4.897470000000000000e+05,4.309380000000000000e+05,4.243250000000000000e+05,4.789960000000000000e+05,4.662670000000000000e+05,4.769740000000000000e+05,4.812010000000000000e+05,4.533670000000000000e+05,4.384330000000000000e+05,4.262370000000000000e+05,4.295070000000000000e+05
7.766300000000000000e+04,9.219300000000000000e+04,8.439100000000000000e+04,7.381600000000000000e+04,4.838800000000000000e+04,1.924100000000000000e+04,3.561400000000000000e+04,4.206500000000000000e+04,0.000000000000000000e+00,9.524000000000000000e+03,5.311600000000000000e+04,5.193100000000000000e+04,4.767700000000000000e+04,6.374200000000000000e+04,8.540000000000000000e+04,8.574200000000000000e+04,6.403300000000000000e+04,4.851400000000000000e+04,5.089300000000000000e+04,3.410300000000000000e+04,4.333400000000000000e+04,5.440600000000000000e+04,4.513700000000000000e+04,7.519400000000000000e+04,8.595500000000000000e+04,5.865500000000000000e+04,2.748700000000000000e+04,2.092200000000000000e+04,9.995000000000000000e+03,1.317780000000000000e+05,8.124600000000000000e+04,6.298200000000000000e+04,7.775900000000000000e+04,9.240100000000000000e+04,5.432300000000000000e+04,7.754100000000000000e+04,5.458200000000000000e+04,5.450200000000000000e+04,4.770300000000000000e+04,7.578800000000000000e+04,8.662600000000000000e+04,3.859950000000000000e+05,3.910640000000000000e+05,4.556460000000000000e+05,4.398980000000000000e+05,4.802740000000000000e+05,4.916780000000000000e+05,4.767300000000000000e+05,4.642610000000000000e+05,4.640800000000000000e+05,4.052710000000000000e+05,3.986580000000000000e+05,4.533290000000000000e+05,4.406000000000000000e+05,4.513070000000000000e+05,4.555340000000000000e+05,4.277000000000000000e+05,4.127660000000000000e+05,4.005700000000000000e+05,4.038400000000000000e+05
